sample_id	sample_name	alias	development_phase	mechanistic_class	mechanisms_cellular	target_class	gene_symbol_1	gene_symbol_2	gene_symbol_3	gene_symbol_4	gene_symbol_5	moa1	moa2	moa3	moa4	moa5	binary_pharmacology	general_indication	cas	target_subcat	class	primary_mechanism	additional_mechanisms	mechanisms_cellular_apoptosis	mechanisms_cellular_angiogenesis	mechanisms_cellular_signal_transduction
NCGC00346592-01	Icariin	NA	Preclinical	Metabolism	NA	NA	PDE5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phosphodiesterase	Phosphodiesterase V (PDE5) inhibitor	Neuromedin U Receptor 2 (NMU2) Agonists; Sorbitol Dehydrogenase inhibitors	FALSE	FALSE	FALSE
NCGC00346949-01	ICRF-193	NA	Preclinical	DNA Replication	NA	NA	TOP2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Topoisomerase II	Topoisomerase	DNA Topoisomerase II inhibitors	NA	FALSE	FALSE	FALSE
NCGC00345022-02	IDE-2	NA	Preclinical	Cell Growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Endodermal differentiation	Differentiation	lineage-specific differentiation enhancer	NA	FALSE	FALSE	FALSE
NCGC00179673-04	Idoxuridine	Herpid	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pyrimidine Analog	Antiviral	Anti-Herpes Simplex Virus Drug	NA	FALSE	FALSE	FALSE
NCGC00188864-01	Iloperidone	Fanapt, Fanapta, Fiapta, Zomaril	Approved	Cell Surface Protein	NA	NA	DRD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	Dopamine D2 Antagonist	5-HT2A Antagonist	FALSE	FALSE	FALSE
NCGC00346434-01	Imipenem	Tienam	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Carbopenem	Antibacterial	Carbapenem Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00159460-02	Indinavir	L-735524, MK-639, Crixivan	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIV protease	Antiviral	HIV Protease inhibitors	NA	FALSE	FALSE	FALSE
NCGC00346880-01	Indiplon	NA	Phase III	Cell Surface Protein	NA	NA	GABRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GABA	Ion Channel	GABAA Receptor Modulator	NA	FALSE	FALSE	FALSE
NCGC00015562-24	Indomethacin	Indocid, Indomethacin, Indocin	Approved	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX	Immunosuppressants/Antiinflammatories	non-steroidal antiinflammatory	NA	FALSE	FALSE	FALSE
NCGC00022819-03	Ipratropium bromide	Atrovent, Rinatec, Rinovagos	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Multiple	G-Coupled Protein Receptor	Muscarinic Antagonists	NA	FALSE	FALSE	FALSE
NCGC00263527-02	Isepamicin	Isepacin, Isepalline	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aminoglycoside	Antibacterial	30S Ribosomal Protein inhibitors	16S Ribosomal Protein inhibitors; antibiotic	FALSE	FALSE	FALSE
NCGC00179642-04	Isoconazole nitrate	Fazol, Travogen	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Triazole	Antifungal	Antifungal Agent	NA	FALSE	FALSE	FALSE
NCGC00025341-01	Isradipine	Dynacirc CR, Esradin, Icaz, Lomir, Prescal	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Calcium channel	Ion Channel	Calcium Channel Blocker	NA	FALSE	FALSE	FALSE
NCGC00346941-01	ITK inhibitor	NA	Preclinical	Cell signaling	NA	NA	ITK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITK	Tyrosine Kinase	ITK inhibitor	NA	FALSE	FALSE	FALSE
NCGC00274068-02	Itraconazole	Canadiol, JK-1211, R-51211, Sporanox	Approved	Metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolite Conversion	cytochrome inhibitor	VEGFR-2 (FLK-1/KDR) inhibitors	FALSE	FALSE	FALSE
NCGC00346535-01	IVX-214	HMN-214	Phase I	Cell signaling	NA	NA	PLK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PLK1	Serine/Threonine Kinase	Polo-like Kinase-1 (Plk-1) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00344513-01	J113397	NA	Preclinical	Cell Surface Protein	NA	NA	OPRL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	ORL1 (OP4, NOP) Antagonists	NA	FALSE	FALSE	FALSE
NCGC00346953-01	JNK Inhibitor V	NA	Preclinical	Cell signaling	NA	NA	MAPK8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JNK	Serine/Threonine Kinase	JNK inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346969-01	JS-59-4	NA	Preclinical	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	Nitric Oxide Regulation	nitric oxide donors	NA	FALSE	FALSE	FALSE
NCGC00346968-01	JS-65-103	NA	Preclinical	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	Nitric Oxide Regulation	nitric oxide donors	NA	FALSE	FALSE	FALSE
NCGC00021146-06	Ketanserin	Perketal, Serefrex, Sufrexal, Taseron	Approved	Cell Surface Protein	NA	NA	HTR2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	5-HT2A Antagonists 	NA	FALSE	FALSE	FALSE
NCGC00185990-05	Ketorolac	Toradol, Acular	Approved	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COX	Immunosuppressants/Antiinflammatories	non-steroidal antiinflammatory	NA	FALSE	FALSE	FALSE
NCGC00163381-04	KN-62	NA	Preclinical	Cell signaling	NA	NA	CAMKK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CaMKII	Serine/Threonine Kinase	Calmodulin-Dependent Protein Kinase II inhibitors	P2X7 Receptor Antagonist	FALSE	FALSE	FALSE
NCGC00250376-01	KN-93	NA	Preclinical	Cell signaling	NA	NA	CAMKK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CaMKII	Serine/Threonine Kinase	Calmodulin-Dependent Protein Kinase II inhibitors	NA	FALSE	FALSE	FALSE
NCGC00162225-05	L-tetramisol	Levamisole hydrochloride    Ergamisol	Approved	Cell Surface Protein	NA	NA	CHRNA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	Nicotinic Receptor Agonist	NA	FALSE	FALSE	FALSE
NCGC00164336-05	L-Thyroxine	NA	Approved	Transcription regulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	synthetic hormone	lowers TSH, hypothyroidism treatment	FALSE	FALSE	FALSE
NCGC00164550-01	Lafutidine	Protecadin, Stogar	Approved	Cell Surface Protein	NA	NA	HRH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-s Coupled	G-Coupled Protein Receptor	Histamine H2 Receptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00182554-02	Latrepirdine hydrochloride	Dimebon, Dimebolin	Approved	Cell Surface Protein	NA	NA	GRIN2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Glutamate receptor	Ion Channel	NMDA Antagonist	5-HT6 Antagonists	FALSE	FALSE	FALSE
NCGC00244256-02	Lestaurtinib	CEP-701, KT-5555, SPM-924	Phase II	Cell signaling	NA	NA	JAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JAK	Tyrosine Kinase	Jak/Tyk/Flt inhibitor	NA	FALSE	FALSE	FALSE
NCGC00178529-03	Levofloxacin	Aeroquin, Floxacin, Iquix, Levaquin, Oftaquix, Quixin, Tavanic, Cravit	Approved	Anti-microbial	NA	NA	TOP2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolones	Antibacterial	DNA Topoisomerase IV inhibitors	DNA Gyrase inhibitors; Antibacterial	FALSE	FALSE	FALSE
NCGC00015966-03	Levosulpiride	Levogastrol, Levopraid	Approved	Cell Surface Protein	NA	NA	DRD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	Dopamine D2 Antagonist	NA	FALSE	FALSE	FALSE
NCGC00178483-04	Limonin	Citrolimonin, Dictamnolactone, Obaculactone	Preclinical	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Antiviral	antiviral	NA	FALSE	FALSE	FALSE
NCGC00159326-02	Lincomycin  hydrochloride	Lincocin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lincosamide	Antibacterial	Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00164601-03	Liranaftate	Piritetrate, Zefnart	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Squalene epoxidase	Antifungal	Fungal Squalene Monooxygenase inhibitor	blocks ergosterol synthesis	FALSE	FALSE	FALSE
NCGC00263118-01	Lirimilast	BAY-19-8004	Phase II	Metabolism	NA	NA	PDE4A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phosphodiesterase	Phosphodiesterase IIII (PDE4) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00015603-07	Lomefloxacin hydrochloride	Bareon, Logiflox, Lomebact, Maxaquin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolone	Antibacterial	Quinoline Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00346532-01	Lomibuvir	VX-222	Phase II	Transcription regulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	POLR2A	RNA Polymerase	RNA-Directed RNA Polymerase inhibitor	Anit-Hepatitis C	FALSE	FALSE	FALSE
NCGC00164576-03	Lopinavir	Aluviran, ABT-378	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIV protease	Antiviral	HIV Protease inhibitors	NA	FALSE	FALSE	FALSE
NCGC00015619-09	Loratadine	Alavert, Claritin	Approved	Cell Surface Protein	NA	NA	HRH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	Histamine H1 Receptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00346719-01	LY-2811376	NA	Discontinued	Metabolism	NA	NA	BACE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Protease	beta-Secretase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00092385-02	LY-320135	NA	Preclinical	Cell Surface Protein	NA	NA	CNR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	Cannabinoid CB1 Antagonist	NA	FALSE	FALSE	FALSE
NCGC00249388-01	LY2157299	NA	phase II	Cell signaling	NA	NA	TGBR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TGF-b	Serine/Threonine Kinase	TGF-bR1 (ALK5) and TGFbR2 inhibitor	NA	FALSE	FALSE	FALSE
NCGC00015601-03	LY310762	NA	Preclinical	Cell Surface Protein	NA	NA	HTR1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	5-HT1D Receptor Antagonist	NA	FALSE	FALSE	FALSE
NCGC00164353-03	Mannitol	Osmitrol, Aridol, Bronchitol	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sodium channel	Ion Channel	osmotic diuretic agent	renal vasodilator	FALSE	FALSE	FALSE
NCGC00344506-01	Manoalide	AGN-190093	Phase II	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Calcium channel	Ion Channel	Calcium Channel Blocker	Ornithine Decarboxylase inhibitors; Phospholipase A2 (PLA2) inhibitors	FALSE	FALSE	FALSE
NCGC00166310-03	Marbofloxacin	Marbocyl, Zeniquin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolone	Antibacterial	Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00094201-01	Masoprocol	Nordihydroguaiaretic acid, Actinex	Approved	Metabolism	NA	NA	ALOX5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Leukotriene	Lipid Metabolism	5-Lipoxygenase inhibitor	IGF-1R inhibitors	FALSE	FALSE	FALSE
NCGC00346593-01	Matrine	(+)-Matrine	Preclinical	Cell Surface Protein	NA	NA	OPRK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	kappa-Opioid Agonists	NA	FALSE	FALSE	FALSE
NCGC00160670-04	Mecarbinate	NA	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anti-influenza	Antiviral	antiinfluenza drug	NA	FALSE	FALSE	FALSE
NCGC00018296-08	Meclizine hydrochloride	Meclozine hydrochloride, Bonine, Navicalm	Approved	Transcription regulation	NA	NA	NR1I3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	Constitutive Androstane Receptor Agonist	NA	FALSE	FALSE	FALSE
NCGC00094994-06	Mefloquine	NA	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinoline	Antimalarial	antimalarial agents	inhibition of heme crystallization	FALSE	FALSE	FALSE
NCGC00346518-01	Meropenem	Meronem, Meropen	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Carbopenem	Antibacterial	Carbapenem Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00181166-01	Mesna	Mesnex, Uromitexan	Approved	Cell Growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cytoprotectant	Antineoplastic	Antineoplastic Enhancing Agents	NA	FALSE	FALSE	FALSE
NCGC00346482-01	Mesna disulfide	Dimesna, Tavocept	Phase III	Cell Growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cytoprotectant	Antineoplastic	chemoprotective agent	uroprotective agent	FALSE	FALSE	FALSE
NCGC00016645-03	Methacycline hydrochloride	Physiomycine, Germiciclin, Adriamicina	NA	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tetracycline	Antibacterial	Tetracycline Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00018257-07	Methocarbamol	Robaxin	Approved	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Muscle Relaxant	Muscle relaxant	NA	FALSE	FALSE	FALSE
NCGC00013724-01	Methscopolamine bromide	Buscospan, Holopon, Pamine	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Multiple	G-Coupled Protein Receptor	Muscarinic Antagonists	NA	FALSE	FALSE	FALSE
NCGC00179501-05	Methyl Hesperidin	NA	NA	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Flavanoid	Free Radical Regulation	Free Radical Scavenger	Antiinflammatory	FALSE	FALSE	FALSE
NCGC00242512-01	methyl jasmonate	NA	Preclinical	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other	cytochrome c release inducer	NA	FALSE	FALSE	FALSE
NCGC00091009-05	Methyltestosterone	Testred, Android, Virilon	Approved	Transcription regulation	NA	NA	CYP19A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Steroid Biosynthesis	Aromatase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00016446-12	Metronidazole	Flagyl, Florazole, MetroCream, MetroGel-Vaginal, MetroLotion, Metrogel, Rosased, Zidoval	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nitroimidazole	Antibacterial	Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00015656-06	Mianserin hydrochloride	Athymil, Bolvidon, Lantanon, Lerivon, Tetramide, Tolvin	Approved	Cell Surface Protein	NA	NA	HTR2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	5-HT2A Antagonists 	NA	FALSE	FALSE	FALSE
NCGC00015675-03	Milrinone	NA	Approved	Metabolism	NA	NA	PDE3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phosphodiesterase	Phosphodiesterase III (PDE3) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00183044-01	Minocycline	NA	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tetracycline	Antibacterial	Tetracycline Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00015673-08	Minoxidil	Loniten, Minoximen, Neoxidil, Regaine, RiUP, Rogaine	Approved	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Potassium channel	Ion Channel	K(ATP) Channel Activators	NA	FALSE	FALSE	FALSE
NCGC00162423-04	Mithramycin	Mithracin, Plicamycin, A-2371, NSC-24559	Approved	Metabolism	NA	NA	ADH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolite Conversion	Alcohol Dehydrogenase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00346729-01	Mitiglinide calcium hydrate	Glinsuna, Glufast	Approved	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Meglintinide	Antidiabetic	Insulin Secretagogues	type II diabetes	FALSE	FALSE	FALSE
NCGC00181013-01	Mizolastine	Mizolen, Mizollen, Zolim, Zolistam, Zolistan	Approved	Cell Surface Protein	NA	NA	HRH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	Histamine H1 Receptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00346694-01	MK-2048	NA	Preclinical	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIV integrase	Antiviral	HIV Integrase inhibitors	NA	FALSE	FALSE	FALSE
NCGC00346657-01	MK-5108	VX-689	Phase I	Cell signaling	NA	NA	AURKA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AURK	Aurora Kinase	Aurora A inhibitor	NA	FALSE	FALSE	FALSE
NCGC00183837-01	Monatepil	NA	Phase III	Cell Surface Protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Calcium channel	Ion Channel	Calcium Channel Blocker	NA	FALSE	FALSE	FALSE
NCGC00179454-04	Monensin sodium salt	Coban	Preclinical	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyether	Antibacterial	Polyether Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00016623-06	Moroxydine	NA	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anti-influenza	Antiviral	antiinfluenza drug	NA	FALSE	FALSE	FALSE
NCGC00160527-05	Mosapride citrate	Gasmotin, TAK-370	Approved	Cell Surface Protein	NA	NA	HTR4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-s Coupled	G-Coupled Protein Receptor	5-HT4 Antagonists	NA	FALSE	FALSE	FALSE
NCGC00015682-02	MPEP	NA	Preclinical	Cell Surface Protein	NA	NA	GRM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-q/11 Coupled	G-Coupled Protein Receptor	mgluR5 Antagonists	NA	FALSE	FALSE	FALSE
NCGC00018181-13	Nalidixic acid	Neggram, Uriben	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Quinolone	Antibacterial	Quinoline Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00346524-01	Nanchangmycin	NA	Preclinical	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyether	Antibacterial	Polyether Antibiotic	NA	FALSE	FALSE	FALSE
NCGC00159356-02	Nandrolone phenylpropionate	Durabolin, Duranox	Discontinued	Transcription regulation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear Receptor Transcription Factor	Steroid hormone	NA	FALSE	FALSE	FALSE
NCGC00181786-03	Naratriptan hydrochloride	Amerge, Naramig	Approved	Cell Surface Protein	NA	NA	HTR1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-i/o Coupled	G-Coupled Protein Receptor	5-HT1B Agonist	5-HT1D Antagonist	FALSE	FALSE	FALSE
NCGC00346538-01	Natamycin	Natacyn, Pimaricin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyene	Antifungal	Antifungal Agent	NA	FALSE	FALSE	FALSE
NCGC00271534-03	Nateglinide	Fastic, Starlix, Starsis, Trazec	Approved	Physiological Homeostasis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Meglitinide	Antidiabetic	Insulin Secretagogues	K(ir) 6.2/SUR1 Blockers	FALSE	FALSE	FALSE
NCGC00037850-05	NCGC00037850	NA	Preclinical	Metabolism	NA	NA	HPGD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cholesterol	Lipid Metabolism	HPGD inhibitor	NA	FALSE	FALSE	FALSE
NCGC00183434-03	NCGC00183434-01	NA	Preclinical	Cell Growth	NA	NA	CASP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Caspase	Regulators of Apoptosis	Caspase 1 inhibitors	NA	FALSE	FALSE	FALSE
NCGC00185053-01	NCGC00185053	NA	Preclinical	Metabolism	NA	NA	ALOX15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Leukotriene	Lipid Metabolism	15-Lipoxygenase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00185090-03	NCGC00185090-04	NA	Preclinical	DNA Replication	NA	NA	APE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclease	APE1 inhibitor	NA	FALSE	FALSE	FALSE
NCGC00188382-04	NCGC00188382-01	NA	Preclinical	Cell signaling	NA	NA	ITK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITK	Tyrosine Kinase	ITK inhibitor	IRAK1,4 inhibitor	FALSE	FALSE	FALSE
NCGC00238624-04	NCGC00238624	NA	Preclinical	Metabolism	NA	NA	GALK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolite Conversion	GALK inhibitor	NA	FALSE	FALSE	FALSE
NCGC00244250-02	NCGC00244250-01	NA	Preclinical	Cell signaling	NA	NA	TYK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TYK	Tyrosine Kinase	Tyk 2 inhibitor	NA	FALSE	FALSE	FALSE
NCGC00249759-02	NCGC00249759-01	NA	Preclinical	Metabolism	NA	NA	PDE4A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phosphodiesterase	Phosphodiesterase IIII (PDE4) inhibitor	NA	FALSE	FALSE	FALSE
NCGC00262331-01	NCGC00262331	NA	Preclinical	Cell signaling	NA	NA	FLT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FLT	Tyrosine Kinase	Flt3	NA	FALSE	FALSE	FALSE
NCGC00262376-01	NCGC00262376	NA	Preclinical	Cell signaling	NA	NA	FLT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FLT	Tyrosine Kinase	Flt3/IRAK inhibitor	NA	FALSE	FALSE	FALSE
NCGC00262689-01	NCGC00262689	NA	Preclinical	Metabolism	NA	NA	IDH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolite Conversion	Isocitrate dehydrogenase inhibitor	NA	FALSE	FALSE	FALSE
NCGC00263018-01	NCGC00263018-01	NA	Preclinical	Cell signaling	NA	NA	PTK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BRK	Tyrosine Kinase	Brk/PTK6 inhibitor	Brk/PTK6 inhibitor	FALSE	FALSE	FALSE
NCGC00344990-01	NCGC00344990-01	NA	preclinical	Cell signaling	NA	NA	ITK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITK	Tyrosine Kinase	ITK inhibitor	Clk1, Clk2, IRAK4, Flt3	FALSE	FALSE	FALSE
NCGC00344999-01	NCGC00344999-01	NA	Preclinical	Cell signaling	NA	NA	ITK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITK	Tyrosine Kinase	ITK inhibitor	Clk1, Clk2, IRAK1,4, Flt3	FALSE	FALSE	FALSE
NCGC00183875-01	Nebivolol	Bystolic, Lobivon, Silostar, Nebilet	Approved	Cell Surface Protein	NA	NA	ADRB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-s Coupled	G-Coupled Protein Receptor	beta1-Adrenoceptor Antagonists	NA	FALSE	FALSE	FALSE
NCGC00091109-03	Neohesperidin dihydrochalcone	Nhdc	NA	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other	synthetic sugar substitute	NA	FALSE	FALSE	FALSE
NCGC00181303-02	Neomycin sulfate	Fradiomycin sulfate   Mycifradin, Myciguent, Nivemycin	Approved	Anti-microbial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aminoglycoside	Antibacterial	30S Ribosomal Protein inhibitors	16S Ribosomal Protein inhibitors; antibiotic	FALSE	FALSE	FALSE
